mutant_id,project,bug_id,mutant_no,operator,category,class,line,killed,llm_score,llm_raw_response,llm_latency_ms,model_used
Lang-1-0423,Lang,1,423,COR,logical,org.apache.commons.lang3.math.NumberUtils,740,1,0.95,0.95,846,Qwen/Qwen3-8B
Lang-1-0424,Lang,1,424,COR,logical,org.apache.commons.lang3.math.NumberUtils,740,1,0.75,0.75,842,Qwen/Qwen3-8B
Lang-1-0425,Lang,1,425,COR,logical,org.apache.commons.lang3.math.NumberUtils,740,1,0.95,0.95,846,Qwen/Qwen3-8B
Lang-1-0426,Lang,1,426,LVR,arithmetic,org.apache.commons.lang3.math.NumberUtils,741,1,0.75,0.75,828,Qwen/Qwen3-8B
Lang-1-0427,Lang,1,427,LVR,arithmetic,org.apache.commons.lang3.math.NumberUtils,741,1,0.75,0.75,819,Qwen/Qwen3-8B
Lang-1-0428,Lang,1,428,STD,statement_deletion,org.apache.commons.lang3.math.NumberUtils,741,1,0.15,0.15,827,Qwen/Qwen3-8B
Lang-1-0429,Lang,1,429,STD,statement_deletion,org.apache.commons.lang3.math.NumberUtils,742,0,0.15,0.15,840,Qwen/Qwen3-8B
Lang-1-0430,Lang,1,430,COR,logical,org.apache.commons.lang3.math.NumberUtils,746,1,0.75,0.75,827,Qwen/Qwen3-8B
Lang-1-0431,Lang,1,431,COR,logical,org.apache.commons.lang3.math.NumberUtils,746,1,0.75,0.75,832,Qwen/Qwen3-8B
Lang-1-0432,Lang,1,432,ROR,relational,org.apache.commons.lang3.math.NumberUtils,759,1,0.95,0.95,833,Qwen/Qwen3-8B
Lang-1-0433,Lang,1,433,COR,logical,org.apache.commons.lang3.math.NumberUtils,763,0,0.75,0.75,825,Qwen/Qwen3-8B
Lang-1-0434,Lang,1,434,COR,logical,org.apache.commons.lang3.math.NumberUtils,763,1,0.75,0.75,820,Qwen/Qwen3-8B
Lang-1-0435,Lang,1,435,COR,logical,org.apache.commons.lang3.math.NumberUtils,766,0,0.15,0.15,828,Qwen/Qwen3-8B
Lang-1-0436,Lang,1,436,COR,logical,org.apache.commons.lang3.math.NumberUtils,766,1,0.15,0.15,829,Qwen/Qwen3-8B
Lang-1-0437,Lang,1,437,STD,statement_deletion,org.apache.commons.lang3.math.NumberUtils,788,1,0.95,0.95,818,Qwen/Qwen3-8B
Lang-1-0438,Lang,1,438,LVR,arithmetic,org.apache.commons.lang3.math.NumberUtils,791,1,0.75,0.75,775,Qwen/Qwen3-8B
Lang-1-0439,Lang,1,439,LVR,arithmetic,org.apache.commons.lang3.math.NumberUtils,791,1,0.75,0.75,775,Qwen/Qwen3-8B
Lang-1-0440,Lang,1,440,LVR,arithmetic,org.apache.commons.lang3.math.NumberUtils,792,0,0.95,0.95,784,Qwen/Qwen3-8B
Lang-1-0441,Lang,1,441,LVR,arithmetic,org.apache.commons.lang3.math.NumberUtils,792,1,0.85,0.85,807,Qwen/Qwen3-8B
Lang-1-0442,Lang,1,442,ROR,relational,org.apache.commons.lang3.math.NumberUtils,792,0,0.95,0.95,786,Qwen/Qwen3-8B
Lang-1-0443,Lang,1,443,ROR,relational,org.apache.commons.lang3.math.NumberUtils,792,1,0.95,0.95,783,Qwen/Qwen3-8B
Lang-1-0444,Lang,1,444,ROR,relational,org.apache.commons.lang3.math.NumberUtils,792,1,0.95,0.95,787,Qwen/Qwen3-8B
Lang-1-0445,Lang,1,445,ROR,relational,org.apache.commons.lang3.math.NumberUtils,793,1,0.95,0.95,780,Qwen/Qwen3-8B
Lang-1-0446,Lang,1,446,ROR,relational,org.apache.commons.lang3.math.NumberUtils,793,0,0.95,0.95,773,Qwen/Qwen3-8B
Lang-1-0447,Lang,1,447,ROR,relational,org.apache.commons.lang3.math.NumberUtils,793,1,0.95,0.95,775,Qwen/Qwen3-8B
Lang-1-0448,Lang,1,448,STD,statement_deletion,org.apache.commons.lang3.math.NumberUtils,794,1,0.1,0.1,705,Qwen/Qwen3-8B
Lang-1-0449,Lang,1,449,STD,statement_deletion,org.apache.commons.lang3.math.NumberUtils,811,1,0.1,0.1,738,Qwen/Qwen3-8B
Lang-1-0450,Lang,1,450,LVR,arithmetic,org.apache.commons.lang3.math.NumberUtils,814,1,0.75,0.75,781,Qwen/Qwen3-8B
Lang-1-0451,Lang,1,451,LVR,arithmetic,org.apache.commons.lang3.math.NumberUtils,814,1,0.75,0.75,782,Qwen/Qwen3-8B
Lang-1-0452,Lang,1,452,LVR,arithmetic,org.apache.commons.lang3.math.NumberUtils,815,0,0.95,0.95,780,Qwen/Qwen3-8B
Lang-1-0453,Lang,1,453,LVR,arithmetic,org.apache.commons.lang3.math.NumberUtils,815,1,0.95,0.95,784,Qwen/Qwen3-8B
Lang-1-0454,Lang,1,454,ROR,relational,org.apache.commons.lang3.math.NumberUtils,815,0,0.95,0.95,815,Qwen/Qwen3-8B
Lang-1-0455,Lang,1,455,ROR,relational,org.apache.commons.lang3.math.NumberUtils,815,1,0.95,0.95,787,Qwen/Qwen3-8B
Lang-1-0456,Lang,1,456,ROR,relational,org.apache.commons.lang3.math.NumberUtils,815,1,0.95,0.95,782,Qwen/Qwen3-8B
Lang-1-0457,Lang,1,457,ROR,relational,org.apache.commons.lang3.math.NumberUtils,816,1,0.95,0.95,784,Qwen/Qwen3-8B
Lang-1-0458,Lang,1,458,ROR,relational,org.apache.commons.lang3.math.NumberUtils,816,0,0.95,0.95,781,Qwen/Qwen3-8B
Lang-1-0459,Lang,1,459,ROR,relational,org.apache.commons.lang3.math.NumberUtils,816,1,0.75,0.75,775,Qwen/Qwen3-8B
Lang-1-0460,Lang,1,460,STD,statement_deletion,org.apache.commons.lang3.math.NumberUtils,817,1,0.15,0.15,773,Qwen/Qwen3-8B
Lang-1-0461,Lang,1,461,STD,statement_deletion,org.apache.commons.lang3.math.NumberUtils,834,1,0.1,0.1,738,Qwen/Qwen3-8B
Lang-1-0462,Lang,1,462,LVR,arithmetic,org.apache.commons.lang3.math.NumberUtils,837,1,0.75,0.75,782,Qwen/Qwen3-8B
Lang-1-0463,Lang,1,463,LVR,arithmetic,org.apache.commons.lang3.math.NumberUtils,837,1,0.75,0.75,778,Qwen/Qwen3-8B
Lang-1-0464,Lang,1,464,LVR,arithmetic,org.apache.commons.lang3.math.NumberUtils,838,0,0.95,0.95,780,Qwen/Qwen3-8B
Lang-1-0465,Lang,1,465,LVR,arithmetic,org.apache.commons.lang3.math.NumberUtils,838,1,0.85,0.85,779,Qwen/Qwen3-8B
Lang-1-0466,Lang,1,466,ROR,relational,org.apache.commons.lang3.math.NumberUtils,838,0,0.95,0.95,783,Qwen/Qwen3-8B
Lang-1-0467,Lang,1,467,ROR,relational,org.apache.commons.lang3.math.NumberUtils,838,1,0.95,0.95,814,Qwen/Qwen3-8B
Lang-1-0468,Lang,1,468,ROR,relational,org.apache.commons.lang3.math.NumberUtils,838,1,0.95,0.95,783,Qwen/Qwen3-8B
Lang-1-0469,Lang,1,469,ROR,relational,org.apache.commons.lang3.math.NumberUtils,839,1,0.75,0.75,782,Qwen/Qwen3-8B
Lang-1-0470,Lang,1,470,ROR,relational,org.apache.commons.lang3.math.NumberUtils,839,0,0.75,0.75,784,Qwen/Qwen3-8B
Lang-1-0471,Lang,1,471,ROR,relational,org.apache.commons.lang3.math.NumberUtils,839,1,0.75,0.75,776,Qwen/Qwen3-8B
Lang-1-0472,Lang,1,472,STD,statement_deletion,org.apache.commons.lang3.math.NumberUtils,840,1,0.1,0.1,691,Qwen/Qwen3-8B
Lang-1-0473,Lang,1,473,STD,statement_deletion,org.apache.commons.lang3.math.NumberUtils,857,1,0.95,0.95,819,Qwen/Qwen3-8B
Lang-1-0474,Lang,1,474,LVR,arithmetic,org.apache.commons.lang3.math.NumberUtils,860,1,0.75,0.75,777,Qwen/Qwen3-8B
Lang-1-0475,Lang,1,475,LVR,arithmetic,org.apache.commons.lang3.math.NumberUtils,860,1,0.75,0.75,781,Qwen/Qwen3-8B
Lang-1-0476,Lang,1,476,LVR,arithmetic,org.apache.commons.lang3.math.NumberUtils,861,0,0.75,0.75,779,Qwen/Qwen3-8B
Lang-1-0477,Lang,1,477,LVR,arithmetic,org.apache.commons.lang3.math.NumberUtils,861,1,0.75,0.75,776,Qwen/Qwen3-8B
Lang-1-0478,Lang,1,478,ROR,relational,org.apache.commons.lang3.math.NumberUtils,861,0,0.95,0.95,788,Qwen/Qwen3-8B
Lang-1-0479,Lang,1,479,ROR,relational,org.apache.commons.lang3.math.NumberUtils,861,1,0.95,0.95,787,Qwen/Qwen3-8B
Lang-1-0480,Lang,1,480,ROR,relational,org.apache.commons.lang3.math.NumberUtils,861,1,0.95,0.95,784,Qwen/Qwen3-8B
Lang-1-0481,Lang,1,481,ROR,relational,org.apache.commons.lang3.math.NumberUtils,862,1,0.75,0.75,776,Qwen/Qwen3-8B
Lang-1-0482,Lang,1,482,ROR,relational,org.apache.commons.lang3.math.NumberUtils,862,0,0.75,0.75,774,Qwen/Qwen3-8B
Lang-1-0483,Lang,1,483,ROR,relational,org.apache.commons.lang3.math.NumberUtils,862,1,0.75,0.75,778,Qwen/Qwen3-8B
Lang-1-0484,Lang,1,484,STD,statement_deletion,org.apache.commons.lang3.math.NumberUtils,863,1,0.1,0.1,696,Qwen/Qwen3-8B
Lang-1-0485,Lang,1,485,STD,statement_deletion,org.apache.commons.lang3.math.NumberUtils,881,1,0.15,0.15,833,Qwen/Qwen3-8B
Lang-1-0486,Lang,1,486,LVR,arithmetic,org.apache.commons.lang3.math.NumberUtils,884,1,0.75,0.75,789,Qwen/Qwen3-8B
Lang-1-0487,Lang,1,487,LVR,arithmetic,org.apache.commons.lang3.math.NumberUtils,884,1,0.75,0.75,791,Qwen/Qwen3-8B
Lang-1-0488,Lang,1,488,LVR,arithmetic,org.apache.commons.lang3.math.NumberUtils,885,0,0.75,0.75,789,Qwen/Qwen3-8B
Lang-1-0489,Lang,1,489,LVR,arithmetic,org.apache.commons.lang3.math.NumberUtils,885,1,0.75,0.75,787,Qwen/Qwen3-8B
Lang-1-0490,Lang,1,490,ROR,relational,org.apache.commons.lang3.math.NumberUtils,885,0,0.95,0.95,798,Qwen/Qwen3-8B
Lang-1-0491,Lang,1,491,ROR,relational,org.apache.commons.lang3.math.NumberUtils,885,1,0.95,0.95,793,Qwen/Qwen3-8B
Lang-1-0492,Lang,1,492,ROR,relational,org.apache.commons.lang3.math.NumberUtils,885,1,0.75,0.75,810,Qwen/Qwen3-8B
Lang-1-0493,Lang,1,493,COR,logical,org.apache.commons.lang3.math.NumberUtils,886,1,0.75,0.75,822,Qwen/Qwen3-8B
Lang-1-0494,Lang,1,494,COR,logical,org.apache.commons.lang3.math.NumberUtils,886,1,0.75,0.75,781,Qwen/Qwen3-8B
Lang-1-0495,Lang,1,495,ROR,relational,org.apache.commons.lang3.math.NumberUtils,889,1,0.75,0.75,782,Qwen/Qwen3-8B
Lang-1-0496,Lang,1,496,ROR,relational,org.apache.commons.lang3.math.NumberUtils,889,0,0.75,0.75,783,Qwen/Qwen3-8B
Lang-1-0497,Lang,1,497,ROR,relational,org.apache.commons.lang3.math.NumberUtils,889,1,0.75,0.75,784,Qwen/Qwen3-8B
Lang-1-0498,Lang,1,498,STD,statement_deletion,org.apache.commons.lang3.math.NumberUtils,890,1,0.15,0.15,785,Qwen/Qwen3-8B
Lang-1-0499,Lang,1,499,STD,statement_deletion,org.apache.commons.lang3.math.NumberUtils,908,1,0.15,0.15,843,Qwen/Qwen3-8B
Lang-1-0500,Lang,1,500,LVR,arithmetic,org.apache.commons.lang3.math.NumberUtils,911,1,0.75,0.75,792,Qwen/Qwen3-8B
Lang-1-0501,Lang,1,501,LVR,arithmetic,org.apache.commons.lang3.math.NumberUtils,911,1,0.75,0.75,795,Qwen/Qwen3-8B
Lang-1-0502,Lang,1,502,LVR,arithmetic,org.apache.commons.lang3.math.NumberUtils,912,0,0.75,0.75,795,Qwen/Qwen3-8B
Lang-1-0503,Lang,1,503,LVR,arithmetic,org.apache.commons.lang3.math.NumberUtils,912,1,0.75,0.75,782,Qwen/Qwen3-8B
Lang-1-0504,Lang,1,504,ROR,relational,org.apache.commons.lang3.math.NumberUtils,912,0,0.95,0.95,790,Qwen/Qwen3-8B
Lang-1-0505,Lang,1,505,ROR,relational,org.apache.commons.lang3.math.NumberUtils,912,1,0.95,0.95,809,Qwen/Qwen3-8B
Lang-1-0506,Lang,1,506,ROR,relational,org.apache.commons.lang3.math.NumberUtils,912,1,0.75,0.75,792,Qwen/Qwen3-8B
Lang-1-0507,Lang,1,507,COR,logical,org.apache.commons.lang3.math.NumberUtils,913,0,0.75,0.75,784,Qwen/Qwen3-8B
Lang-1-0508,Lang,1,508,COR,logical,org.apache.commons.lang3.math.NumberUtils,913,1,0.75,0.75,785,Qwen/Qwen3-8B
Lang-1-0509,Lang,1,509,ROR,relational,org.apache.commons.lang3.math.NumberUtils,916,1,0.75,0.75,781,Qwen/Qwen3-8B
Lang-1-0510,Lang,1,510,ROR,relational,org.apache.commons.lang3.math.NumberUtils,916,0,0.75,0.75,777,Qwen/Qwen3-8B
Lang-1-0511,Lang,1,511,ROR,relational,org.apache.commons.lang3.math.NumberUtils,916,1,0.75,0.75,784,Qwen/Qwen3-8B
Lang-1-0512,Lang,1,512,STD,statement_deletion,org.apache.commons.lang3.math.NumberUtils,917,1,0.15,0.15,785,Qwen/Qwen3-8B
Lang-1-0513,Lang,1,513,STD,statement_deletion,org.apache.commons.lang3.math.NumberUtils,936,1,0.1,0.1,742,Qwen/Qwen3-8B
Lang-1-0514,Lang,1,514,LVR,arithmetic,org.apache.commons.lang3.math.NumberUtils,939,1,0.95,0.95,779,Qwen/Qwen3-8B
Lang-1-0515,Lang,1,515,LVR,arithmetic,org.apache.commons.lang3.math.NumberUtils,939,1,0.85,0.85,775,Qwen/Qwen3-8B
Lang-1-0516,Lang,1,516,LVR,arithmetic,org.apache.commons.lang3.math.NumberUtils,940,0,0.95,0.95,788,Qwen/Qwen3-8B
Lang-1-0517,Lang,1,517,LVR,arithmetic,org.apache.commons.lang3.math.NumberUtils,940,1,0.85,0.85,781,Qwen/Qwen3-8B
Lang-1-0518,Lang,1,518,ROR,relational,org.apache.commons.lang3.math.NumberUtils,940,0,0.95,0.95,784,Qwen/Qwen3-8B
Lang-1-0519,Lang,1,519,ROR,relational,org.apache.commons.lang3.math.NumberUtils,940,1,0.95,0.95,789,Qwen/Qwen3-8B
Lang-1-0520,Lang,1,520,ROR,relational,org.apache.commons.lang3.math.NumberUtils,940,1,0.95,0.95,785,Qwen/Qwen3-8B
Lang-1-0521,Lang,1,521,ROR,relational,org.apache.commons.lang3.math.NumberUtils,941,1,0.95,0.95,783,Qwen/Qwen3-8B
Lang-1-0522,Lang,1,522,ROR,relational,org.apache.commons.lang3.math.NumberUtils,941,0,0.95,0.95,785,Qwen/Qwen3-8B
Lang-1-0523,Lang,1,523,ROR,relational,org.apache.commons.lang3.math.NumberUtils,941,1,0.95,0.95,775,Qwen/Qwen3-8B
Lang-1-0524,Lang,1,524,STD,statement_deletion,org.apache.commons.lang3.math.NumberUtils,942,1,0.15,0.15,772,Qwen/Qwen3-8B
Lang-1-0525,Lang,1,525,STD,statement_deletion,org.apache.commons.lang3.math.NumberUtils,959,1,0.1,0.1,739,Qwen/Qwen3-8B
Lang-1-0526,Lang,1,526,LVR,arithmetic,org.apache.commons.lang3.math.NumberUtils,962,1,0.95,0.95,787,Qwen/Qwen3-8B
Lang-1-0527,Lang,1,527,LVR,arithmetic,org.apache.commons.lang3.math.NumberUtils,962,1,0.95,0.95,776,Qwen/Qwen3-8B
Lang-1-0528,Lang,1,528,LVR,arithmetic,org.apache.commons.lang3.math.NumberUtils,963,0,0.95,0.95,781,Qwen/Qwen3-8B
Lang-1-0529,Lang,1,529,LVR,arithmetic,org.apache.commons.lang3.math.NumberUtils,963,1,0.95,0.95,780,Qwen/Qwen3-8B
Lang-1-0530,Lang,1,530,ROR,relational,org.apache.commons.lang3.math.NumberUtils,963,0,0.95,0.95,793,Qwen/Qwen3-8B
Lang-1-0531,Lang,1,531,ROR,relational,org.apache.commons.lang3.math.NumberUtils,963,1,0.95,0.95,784,Qwen/Qwen3-8B
Lang-1-0532,Lang,1,532,ROR,relational,org.apache.commons.lang3.math.NumberUtils,963,1,0.95,0.95,791,Qwen/Qwen3-8B
Lang-1-0533,Lang,1,533,ROR,relational,org.apache.commons.lang3.math.NumberUtils,964,1,0.95,0.95,779,Qwen/Qwen3-8B
Lang-1-0534,Lang,1,534,ROR,relational,org.apache.commons.lang3.math.NumberUtils,964,0,0.95,0.95,780,Qwen/Qwen3-8B
Lang-1-0535,Lang,1,535,ROR,relational,org.apache.commons.lang3.math.NumberUtils,964,1,0.95,0.95,781,Qwen/Qwen3-8B
Lang-1-0536,Lang,1,536,STD,statement_deletion,org.apache.commons.lang3.math.NumberUtils,965,1,0.15,0.15,772,Qwen/Qwen3-8B
Lang-1-0537,Lang,1,537,STD,statement_deletion,org.apache.commons.lang3.math.NumberUtils,982,1,0.1,0.1,739,Qwen/Qwen3-8B
Lang-1-0538,Lang,1,538,LVR,arithmetic,org.apache.commons.lang3.math.NumberUtils,985,1,0.75,0.75,781,Qwen/Qwen3-8B
Lang-1-0539,Lang,1,539,LVR,arithmetic,org.apache.commons.lang3.math.NumberUtils,985,1,0.75,0.75,779,Qwen/Qwen3-8B
Lang-1-0540,Lang,1,540,LVR,arithmetic,org.apache.commons.lang3.math.NumberUtils,986,0,0.95,0.95,782,Qwen/Qwen3-8B
Lang-1-0541,Lang,1,541,LVR,arithmetic,org.apache.commons.lang3.math.NumberUtils,986,1,0.85,0.85,790,Qwen/Qwen3-8B
Lang-1-0542,Lang,1,542,ROR,relational,org.apache.commons.lang3.math.NumberUtils,986,0,0.95,0.95,787,Qwen/Qwen3-8B
Lang-1-0543,Lang,1,543,ROR,relational,org.apache.commons.lang3.math.NumberUtils,986,1,0.95,0.95,801,Qwen/Qwen3-8B
Lang-1-0544,Lang,1,544,ROR,relational,org.apache.commons.lang3.math.NumberUtils,986,1,0.95,0.95,784,Qwen/Qwen3-8B
Lang-1-0545,Lang,1,545,ROR,relational,org.apache.commons.lang3.math.NumberUtils,987,1,0.95,0.95,775,Qwen/Qwen3-8B
Lang-1-0546,Lang,1,546,ROR,relational,org.apache.commons.lang3.math.NumberUtils,987,0,0.75,0.75,773,Qwen/Qwen3-8B
Lang-1-0547,Lang,1,547,ROR,relational,org.apache.commons.lang3.math.NumberUtils,987,1,0.95,0.95,781,Qwen/Qwen3-8B
Lang-1-0548,Lang,1,548,STD,statement_deletion,org.apache.commons.lang3.math.NumberUtils,988,1,0.1,0.1,691,Qwen/Qwen3-8B
Lang-1-0549,Lang,1,549,STD,statement_deletion,org.apache.commons.lang3.math.NumberUtils,1005,1,0.1,0.1,739,Qwen/Qwen3-8B
Lang-1-0550,Lang,1,550,LVR,arithmetic,org.apache.commons.lang3.math.NumberUtils,1008,1,0.75,0.75,781,Qwen/Qwen3-8B
Lang-1-0551,Lang,1,551,LVR,arithmetic,org.apache.commons.lang3.math.NumberUtils,1008,1,0.75,0.75,774,Qwen/Qwen3-8B
Lang-1-0552,Lang,1,552,LVR,arithmetic,org.apache.commons.lang3.math.NumberUtils,1009,0,0.85,0.85,783,Qwen/Qwen3-8B
Lang-1-0553,Lang,1,553,LVR,arithmetic,org.apache.commons.lang3.math.NumberUtils,1009,1,0.85,0.85,782,Qwen/Qwen3-8B
Lang-1-0554,Lang,1,554,ROR,relational,org.apache.commons.lang3.math.NumberUtils,1009,0,0.95,0.95,785,Qwen/Qwen3-8B
Lang-1-0555,Lang,1,555,ROR,relational,org.apache.commons.lang3.math.NumberUtils,1009,1,0.95,0.95,781,Qwen/Qwen3-8B
Lang-1-0556,Lang,1,556,ROR,relational,org.apache.commons.lang3.math.NumberUtils,1009,1,0.95,0.95,814,Qwen/Qwen3-8B
Lang-1-0557,Lang,1,557,ROR,relational,org.apache.commons.lang3.math.NumberUtils,1010,1,0.95,0.95,778,Qwen/Qwen3-8B
Lang-1-0558,Lang,1,558,ROR,relational,org.apache.commons.lang3.math.NumberUtils,1010,0,0.95,0.95,781,Qwen/Qwen3-8B
Lang-1-0559,Lang,1,559,ROR,relational,org.apache.commons.lang3.math.NumberUtils,1010,1,0.95,0.95,775,Qwen/Qwen3-8B
Lang-1-0560,Lang,1,560,STD,statement_deletion,org.apache.commons.lang3.math.NumberUtils,1011,1,0.1,0.1,687,Qwen/Qwen3-8B
Lang-1-0561,Lang,1,561,STD,statement_deletion,org.apache.commons.lang3.math.NumberUtils,1029,1,0.15,0.15,832,Qwen/Qwen3-8B
Lang-1-0562,Lang,1,562,LVR,arithmetic,org.apache.commons.lang3.math.NumberUtils,1032,1,0.75,0.75,788,Qwen/Qwen3-8B
Lang-1-0563,Lang,1,563,LVR,arithmetic,org.apache.commons.lang3.math.NumberUtils,1032,1,0.75,0.75,790,Qwen/Qwen3-8B
Lang-1-0564,Lang,1,564,LVR,arithmetic,org.apache.commons.lang3.math.NumberUtils,1033,0,0.75,0.75,788,Qwen/Qwen3-8B
Lang-1-0565,Lang,1,565,LVR,arithmetic,org.apache.commons.lang3.math.NumberUtils,1033,1,0.75,0.75,787,Qwen/Qwen3-8B
Lang-1-0566,Lang,1,566,ROR,relational,org.apache.commons.lang3.math.NumberUtils,1033,0,0.75,0.75,791,Qwen/Qwen3-8B
Lang-1-0567,Lang,1,567,ROR,relational,org.apache.commons.lang3.math.NumberUtils,1033,1,0.95,0.95,787,Qwen/Qwen3-8B
Lang-1-0568,Lang,1,568,ROR,relational,org.apache.commons.lang3.math.NumberUtils,1033,1,0.75,0.75,783,Qwen/Qwen3-8B
Lang-1-0569,Lang,1,569,COR,logical,org.apache.commons.lang3.math.NumberUtils,1034,1,0.75,0.75,807,Qwen/Qwen3-8B
Lang-1-0570,Lang,1,570,COR,logical,org.apache.commons.lang3.math.NumberUtils,1034,1,0.75,0.75,784,Qwen/Qwen3-8B
Lang-1-0571,Lang,1,571,ROR,relational,org.apache.commons.lang3.math.NumberUtils,1037,1,0.75,0.75,781,Qwen/Qwen3-8B
Lang-1-0572,Lang,1,572,ROR,relational,org.apache.commons.lang3.math.NumberUtils,1037,0,0.75,0.75,779,Qwen/Qwen3-8B
Lang-1-0573,Lang,1,573,ROR,relational,org.apache.commons.lang3.math.NumberUtils,1037,1,0.75,0.75,784,Qwen/Qwen3-8B
Lang-1-0574,Lang,1,574,STD,statement_deletion,org.apache.commons.lang3.math.NumberUtils,1038,1,0.15,0.15,779,Qwen/Qwen3-8B
Lang-1-0575,Lang,1,575,STD,statement_deletion,org.apache.commons.lang3.math.NumberUtils,1056,1,0.15,0.15,833,Qwen/Qwen3-8B
Lang-1-0576,Lang,1,576,LVR,arithmetic,org.apache.commons.lang3.math.NumberUtils,1059,1,0.75,0.75,789,Qwen/Qwen3-8B
Lang-1-0577,Lang,1,577,LVR,arithmetic,org.apache.commons.lang3.math.NumberUtils,1059,1,0.75,0.75,784,Qwen/Qwen3-8B
Lang-1-0578,Lang,1,578,LVR,arithmetic,org.apache.commons.lang3.math.NumberUtils,1060,0,0.75,0.75,793,Qwen/Qwen3-8B
Lang-1-0579,Lang,1,579,LVR,arithmetic,org.apache.commons.lang3.math.NumberUtils,1060,1,0.75,0.75,791,Qwen/Qwen3-8B
Lang-1-0580,Lang,1,580,ROR,relational,org.apache.commons.lang3.math.NumberUtils,1060,0,0.95,0.95,789,Qwen/Qwen3-8B
Lang-1-0581,Lang,1,581,ROR,relational,org.apache.commons.lang3.math.NumberUtils,1060,1,0.95,0.95,797,Qwen/Qwen3-8B
Lang-1-0582,Lang,1,582,ROR,relational,org.apache.commons.lang3.math.NumberUtils,1060,1,0.75,0.75,790,Qwen/Qwen3-8B
Lang-1-0583,Lang,1,583,COR,logical,org.apache.commons.lang3.math.NumberUtils,1061,1,0.75,0.75,796,Qwen/Qwen3-8B
Lang-1-0584,Lang,1,584,COR,logical,org.apache.commons.lang3.math.NumberUtils,1061,1,0.75,0.75,783,Qwen/Qwen3-8B
Lang-1-0585,Lang,1,585,ROR,relational,org.apache.commons.lang3.math.NumberUtils,1064,1,0.75,0.75,784,Qwen/Qwen3-8B
Lang-1-0586,Lang,1,586,ROR,relational,org.apache.commons.lang3.math.NumberUtils,1064,0,0.75,0.75,784,Qwen/Qwen3-8B
Lang-1-0587,Lang,1,587,ROR,relational,org.apache.commons.lang3.math.NumberUtils,1064,1,0.75,0.75,783,Qwen/Qwen3-8B
Lang-1-0588,Lang,1,588,STD,statement_deletion,org.apache.commons.lang3.math.NumberUtils,1065,1,0.15,0.15,781,Qwen/Qwen3-8B
Lang-1-0589,Lang,1,589,ROR,relational,org.apache.commons.lang3.math.NumberUtils,1079,1,0.95,0.95,818,Qwen/Qwen3-8B
Lang-1-0590,Lang,1,590,LVR,arithmetic,org.apache.commons.lang3.math.NumberUtils,1081,1,0.15,0.15,806,Qwen/Qwen3-8B
Lang-1-0591,Lang,1,591,LVR,arithmetic,org.apache.commons.lang3.math.NumberUtils,1081,1,0.15,0.15,807,Qwen/Qwen3-8B
Lang-1-0592,Lang,1,592,ROR,relational,org.apache.commons.lang3.math.NumberUtils,1081,0,0.75,0.75,808,Qwen/Qwen3-8B
Lang-1-0593,Lang,1,593,ROR,relational,org.apache.commons.lang3.math.NumberUtils,1081,1,0.75,0.75,809,Qwen/Qwen3-8B
Lang-1-0594,Lang,1,594,ROR,relational,org.apache.commons.lang3.math.NumberUtils,1081,1,0.75,0.75,829,Qwen/Qwen3-8B
Lang-1-0595,Lang,1,595,ROR,relational,org.apache.commons.lang3.math.NumberUtils,1097,1,0.75,0.75,798,Qwen/Qwen3-8B
Lang-1-0596,Lang,1,596,ROR,relational,org.apache.commons.lang3.math.NumberUtils,1097,0,0.75,0.75,797,Qwen/Qwen3-8B
Lang-1-0597,Lang,1,597,ROR,relational,org.apache.commons.lang3.math.NumberUtils,1097,1,0.75,0.75,793,Qwen/Qwen3-8B
Lang-1-0598,Lang,1,598,STD,statement_deletion,org.apache.commons.lang3.math.NumberUtils,1098,1,0.75,0.75,785,Qwen/Qwen3-8B
Lang-1-0599,Lang,1,599,ROR,relational,org.apache.commons.lang3.math.NumberUtils,1100,1,0.75,0.75,779,Qwen/Qwen3-8B
Lang-1-0600,Lang,1,600,ROR,relational,org.apache.commons.lang3.math.NumberUtils,1100,0,0.75,0.75,773,Qwen/Qwen3-8B
Lang-1-0601,Lang,1,601,ROR,relational,org.apache.commons.lang3.math.NumberUtils,1100,1,0.75,0.75,771,Qwen/Qwen3-8B
Lang-1-0602,Lang,1,602,STD,statement_deletion,org.apache.commons.lang3.math.NumberUtils,1101,1,0.95,0.95,785,Qwen/Qwen3-8B
Lang-1-0603,Lang,1,603,ROR,relational,org.apache.commons.lang3.math.NumberUtils,1115,1,0.75,0.75,798,Qwen/Qwen3-8B
Lang-1-0604,Lang,1,604,ROR,relational,org.apache.commons.lang3.math.NumberUtils,1115,0,0.75,0.75,798,Qwen/Qwen3-8B
Lang-1-0605,Lang,1,605,ROR,relational,org.apache.commons.lang3.math.NumberUtils,1115,1,0.75,0.75,796,Qwen/Qwen3-8B
Lang-1-0606,Lang,1,606,STD,statement_deletion,org.apache.commons.lang3.math.NumberUtils,1116,1,0.75,0.75,787,Qwen/Qwen3-8B
Lang-1-0607,Lang,1,607,ROR,relational,org.apache.commons.lang3.math.NumberUtils,1118,1,0.75,0.75,784,Qwen/Qwen3-8B
Lang-1-0608,Lang,1,608,ROR,relational,org.apache.commons.lang3.math.NumberUtils,1118,0,0.75,0.75,801,Qwen/Qwen3-8B
Lang-1-0609,Lang,1,609,ROR,relational,org.apache.commons.lang3.math.NumberUtils,1118,1,0.75,0.75,779,Qwen/Qwen3-8B
